"happiness_rank_mean","happiness_rank_median","happiness_score_mean","happiness_score_median","whisker_high_mean","whisker_high_median","whisker_low_mean","whisker_low_median","economy_gdp_per_capita_mean","economy_gdp_per_capita_median","family_mean","family_median","health_life_expectancy_mean","health_life_expectancy_median","freedom_mean","freedom_median","generosity_mean","generosity_median","trust_government_corruption_mean","trust_government_corruption_median","dystopia_residual_mean","dystopia_residual_median"
78,78,5.35401935577393,5.27899980545044,5.45232571747851,5.3700319455564,5.25571299406934,5.19315161541104,0.984718201946347,1.06457793712616,1.18889775045456,1.25391757488251,0.551340782612322,0.606041550636292,0.408785972858389,0.437454283237457,0.246883471616574,0.231538489460945,0.12312022065143,0.089847519993782,1.85023780561263,1.83290982246399
